date,country_code,A,B
2020-08-01,QA,-8,8
2020-09-01,QA,-9,8
2020-10-01,QA,-10,7
2020-11-01,QA,-8,8
2020-12-01,QA,-8,6
2021-01-01,QA,-10,6
2021-02-01,QA,-12,7
2021-03-01,QA,-11,7
2021-04-01,QA,-9,6
2021-05-01,QA,-9,4
2021-06-01,QA,-7,6
2021-07-01,QA,-9,6
2021-08-01,QA,-10,6
2021-09-01,QA,-8,4
2021-10-01,QA,-6,6
2021-11-01,QA,-4,8
2021-12-01,QA,-6,6
2022-01-01,QA,-4,5
2022-02-01,QA,-5,6
2022-03-01,QA,-3,4
2022-04-01,QA,-3,5
2022-05-01,QA,-1,3
2022-06-01,QA,-3,4
2022-07-01,QA,-3,3
2022-08-01,QA,-1,1
2022-09-01,QA,-2,-1
2022-10-01,QA,-3,1
2022-11-01,QA,-2,-1
2022-12-01,QA,-4,-3
2023-01-01,QA,-5,-3
2023-02-01,QA,-7,-3
2023-03-01,QA,-7,-3
2023-04-01,QA,-9,-2
2023-05-01,QA,-10,-3
2023-06-01,QA,-8,-2
2023-07-01,QA,-10,0
2023-08-01,QA,-10,-2
2023-09-01,QA,-10,0
2023-10-01,QA,-12,2
2023-11-01,QA,-10,4
2023-12-01,QA,-12,2
2024-01-01,QA,-10,2
2024-02-01,QA,-10,4
2024-03-01,QA,-11,2
2015-01-01,RO,-2,2
2015-02-01,RO,-4,4
2015-03-01,RO,-3,6
2015-04-01,RO,-3,5
2015-05-01,RO,-5,7
2015-06-01,RO,-3,5
2015-07-01,RO,-5,4
2015-08-01,RO,-5,2
2015-09-01,RO,-6,1
2015-10-01,RO,-5,3
2015-11-01,RO,-7,2
2015-12-01,RO,-8,4
2016-01-01,RO,-9,5
2016-02-01,RO,-7,4
2016-03-01,RO,-7,4
2016-04-01,RO,-5,2
2016-05-01,RO,-7,2
2016-06-01,RO,-9,2
2016-07-01,RO,-11,0
2016-08-01,RO,-10,2
2016-09-01,RO,-12,1
2016-10-01,RO,-11,1
2016-11-01,RO,-11,-1
2016-12-01,RO,-11,-2
2017-01-01,RO,-12,-3
2017-02-01,RO,-11,-4
2017-03-01,RO,-12,-6
2017-04-01,RO,-11,-5
2017-05-01,RO,-11,-6
2017-06-01,RO,-12,-7
2017-07-01,RO,-12,-5
2017-08-01,RO,-12,-3
2017-09-01,RO,-12,-1
2017-10-01,RO,-13,0
2017-11-01,RO,-11,0
2017-12-01,RO,-10,2
2018-01-01,RO,-12,0
2018-02-01,RO,-10,0
2018-03-01,RO,-9,0
2018-04-01,RO,-8,2
2018-05-01,RO,-6,3
2018-06-01,RO,-7,2
2018-07-01,RO,-6,2
2018-08-01,RO,-4,2
2018-09-01,RO,-5,1
2018-10-01,RO,-6,1
2018-11-01,RO,-6,1
2018-12-01,RO,-5,2
2019-01-01,RO,-6,2
2019-02-01,RO,-7,3
2019-03-01,RO,-5,4
2019-04-01,RO,-6,3
2019-05-01,RO,-7,5
2019-06-01,RO,-8,6
2019-07-01,RO,-7,5
2019-08-01,RO,-8,5
2019-09-01,RO,-10,6
2019-10-01,RO,-8,4
2019-11-01,RO,-9,4
2019-12-01,RO,-9,4
2020-01-01,RO,-8,2
2020-02-01,RO,-10,2
2020-03-01,RO,-8,1
2020-04-01,RO,-6,0
2020-05-01,RO,-6,1
2020-06-01,RO,-6,3
2020-07-01,RO,-7,1
2020-08-01,RO,-9,1
2020-09-01,RO,-11,2
2020-10-01,RO,-13,1
2020-11-01,RO,-12,2
2020-12-01,RO,-14,2
2021-01-01,RO,-15,3
2021-02-01,RO,-15,2
2021-03-01,RO,-17,1
2021-04-01,RO,-18,0
2021-05-01,RO,-17,1
2021-06-01,RO,-19,3
2021-07-01,RO,-20,2
2021-08-01,RO,-20,0
2021-09-01,RO,-19,-2
2021-10-01,RO,-21,0
2021-11-01,RO,-22,1
2021-12-01,RO,-23,1
2022-01-01,RO,-21,0
2022-02-01,RO,-20,-2
2022-03-01,RO,-20,-2
2022-04-01,RO,-22,-4
2022-05-01,RO,-21,-3
2022-06-01,RO,-20,-4
2022-07-01,RO,-19,-2
2022-08-01,RO,-19,0
2022-09-01,RO,-19,0
2022-10-01,RO,-21,2
2022-11-01,RO,-19,1
2022-12-01,RO,-20,2
2023-01-01,RO,-19,0
2023-02-01,RO,-18,-2
2023-03-01,RO,-16,-1
2023-04-01,RO,-16,1
2023-05-01,RO,-17,2
2023-06-01,RO,-18,1
2023-07-01,RO,-20,2
2023-08-01,RO,-21,2
2023-09-01,RO,-20,2
2023-10-01,RO,-20,2
2023-11-01,RO,-22,3
2023-12-01,RO,-22,2
2024-01-01,RO,-21,1
2024-02-01,RO,-21,-1
2024-03-01,RO,-20,-1
2015-01-01,RU,2,1
2015-02-01,RU,1,-1
2015-03-01,RU,3,1
2015-04-01,RU,2,1
2015-05-01,RU,3,1
2015-06-01,RU,1,2
2015-07-01,RU,3,3
2015-08-01,RU,3,3
2015-09-01,RU,2,1
2015-10-01,RU,0,0
2015-11-01,RU,2,2
2015-12-01,RU,2,1
2016-01-01,RU,0,3
2016-02-01,RU,-1,5
2016-03-01,RU,-3,4
2016-04-01,RU,-5,6
2016-05-01,RU,-6,7
2016-06-01,RU,-4,9
2016-07-01,RU,-5,9
2016-08-01,RU,-3,7
2016-09-01,RU,-3,6
2016-10-01,RU,-3,7
2016-11-01,RU,-1,5
2016-12-01,RU,-3,5
2017-01-01,RU,-4,5
2017-02-01,RU,-5,6
2017-03-01,RU,-3,7
2017-04-01,RU,-3,8
2017-05-01,RU,-5,8
2017-06-01,RU,-4,6
2017-07-01,RU,-3,5
2017-08-01,RU,-1,5
2017-09-01,RU,-1,6
2017-10-01,RU,0,4
2017-11-01,RU,-1,5
2017-12-01,RU,-3,7
2018-01-01,RU,-3,5
2018-02-01,RU,-3,7
2018-03-01,RU,-2,5
2018-04-01,RU,0,4
2018-05-01,RU,-1,5
2018-06-01,RU,1,3
2018-07-01,RU,0,4
2018-08-01,RU,2,3
2018-09-01,RU,1,5
2018-10-01,RU,-1,7
2018-11-01,RU,1,8
2018-12-01,RU,0,9
2019-01-01,RU,-1,7
2019-02-01,RU,0,7
2019-03-01,RU,1,9
2019-04-01,RU,3,11
2019-05-01,RU,3,10
2019-06-01,RU,5,8
2019-07-01,RU,3,10
2019-08-01,RU,1,10
2019-09-01,RU,0,10
2019-10-01,RU,-1,11
2019-11-01,RU,-3,9
2019-12-01,RU,-3,9
2020-01-01,RU,-5,11
2020-02-01,RU,-3,10
2020-03-01,RU,-1,10
2020-04-01,RU,0,8
2020-05-01,RU,-1,8
2020-06-01,RU,1,6
2020-07-01,RU,0,5
2020-08-01,RU,2,4
2020-09-01,RU,3,2
2020-10-01,RU,4,4
2020-11-01,RU,3,3
2020-12-01,RU,3,5
2021-01-01,RU,1,5
2021-02-01,RU,1,4
2021-03-01,RU,2,4
2021-04-01,RU,2,2
2021-05-01,RU,4,0
2021-06-01,RU,5,1
2021-07-01,RU,5,2
2021-08-01,RU,5,3
2021-09-01,RU,3,2
2021-10-01,RU,2,3
2021-11-01,RU,0,2
2021-12-01,RU,1,1
2022-01-01,RU,-1,0
2022-02-01,RU,-1,-2
2022-03-01,RU,-3,-3
2022-04-01,RU,-5,-1
2022-05-01,RU,-3,-2
2022-06-01,RU,-4,-2
2022-07-01,RU,-5,-1
2022-08-01,RU,-5,-3
2022-09-01,RU,-6,-2
2022-10-01,RU,-6,-3
2022-11-01,RU,-4,-5
2022-12-01,RU,-3,-5
2023-01-01,RU,-4,-6
2023-02-01,RU,-4,-7
2023-03-01,RU,-5,-6
2023-04-01,RU,-6,-8
2023-05-01,RU,-4,-8
2023-06-01,RU,-3,-8
2023-07-01,RU,-3,-9
2023-08-01,RU,-1,-10
2023-09-01,RU,1,-11
2023-10-01,RU,2,-12
2023-11-01,RU,4,-12
2023-12-01,RU,6,-13
2024-01-01,RU,6,-14
2024-02-01,RU,8,-12
2024-03-01,RU,9,-14
2015-01-01,SA,-2,-1
2015-02-01,SA,-4,-3
2015-03-01,SA,-3,-2
2015-04-01,SA,-1,-4
2015-05-01,SA,-1,-5
2015-06-01,SA,-1,-6
2015-07-01,SA,-1,-7
2015-08-01,SA,1,-5
2015-09-01,SA,3,-7
2015-10-01,SA,3,-7
2015-11-01,SA,5,-7
2015-12-01,SA,7,-8
2016-01-01,SA,9,-8
2016-02-01,SA,11,-7
2016-03-01,SA,13,-8
2016-04-01,SA,15,-10
2016-05-01,SA,17,-12
2016-06-01,SA,16,-11
2016-07-01,SA,18,-13
2016-08-01,SA,18,-15
2016-09-01,SA,20,-16
2016-10-01,SA,18,-18
2016-11-01,SA,17,-17
2016-12-01,SA,16,-17
2017-01-01,SA,16,-15
2017-02-01,SA,18,-17
2017-03-01,SA,20,-16
2017-04-01,SA,21,-14
2017-05-01,SA,19,-12
2017-06-01,SA,19,-14
2017-07-01,SA,19,-16
2017-08-01,SA,21,-15
2017-09-01,SA,22,-15
2017-10-01,SA,24,-15
2017-11-01,SA,25,-15
2017-12-01,SA,26,-14
2018-01-01,SA,28,-13
2018-02-01,SA,26,-14
2018-03-01,SA,28,-12
2018-04-01,SA,29,-10
2018-05-01,SA,29,-9
2018-06-01,SA,29,-10
2018-07-01,SA,29,-11
2018-08-01,SA,27,-12
2018-09-01,SA,27,-13
2018-10-01,SA,29,-12
2018-11-01,SA,27,-10
2018-12-01,SA,25,-12
2019-01-01,SA,24,-14
2019-02-01,SA,22,-16
2019-03-01,SA,22,-15
2019-04-01,SA,21,-15
2019-05-01,SA,20,-17
2019-06-01,SA,21,-17
2019-07-01,SA,19,-15
2019-08-01,SA,21,-13
2019-09-01,SA,19,-11
2019-10-01,SA,21,-12
2019-11-01,SA,20,-11
2019-12-01,SA,21,-13
2020-01-01,SA,21,-12
2020-02-01,SA,22,-12
2020-03-01,SA,23,-10
2020-04-01,SA,25,-8
2020-05-01,SA,23,-10
2020-06-01,SA,22,-10
2020-07-01,SA,23,-12
2020-08-01,SA,25,-13
2020-09-01,SA,27,-11
2020-10-01,SA,26,-9
2020-11-01,SA,24,-11
2020-12-01,SA,23,-9
2021-01-01,SA,22,-10
2021-02-01,SA,20,-8
2021-03-01,SA,21,-8
2021-04-01,SA,21,-10
2021-05-01,SA,21,-9
2021-06-01,SA,20,-11
2021-07-01,SA,18,-11
2021-08-01,SA,20,-13
2021-09-01,SA,18,-13
2021-10-01,SA,18,-12
2021-11-01,SA,19,-11
2021-12-01,SA,19,-13
2022-01-01,SA,19,-15
2022-02-01,SA,18,-13
2022-03-01,SA,20,-13
2022-04-01,SA,21,-14
2022-05-01,SA,20,-16
2022-06-01,SA,22,-14
2022-07-01,SA,21,-15
2022-08-01,SA,22,-15
2022-09-01,SA,24,-16
2022-10-01,SA,24,-15
2022-11-01,SA,23,-17
2022-12-01,SA,24,-15
2023-01-01,SA,25,-13
2023-02-01,SA,27,-12
2023-03-01,SA,27,-13
2023-04-01,SA,28,-11
2023-05-01,SA,28,-9
2023-06-01,SA,30,-10
2023-07-01,SA,29,-9
2023-08-01,SA,29,-7
2023-09-01,SA,31,-6
2023-10-01,SA,30,-4
2023-11-01,SA,32,-6
2023-12-01,SA,34,-5
2024-01-01,SA,35,-6
2024-02-01,SA,35,-7
2024-03-01,SA,37,-7
2015-01-01,SE,0,0
2015-02-01,SE,2,-2
2015-03-01,SE,1,0
2015-04-01,SE,3,2
2015-05-01,SE,1,3
2015-06-01,SE,0,4
2015-07-01,SE,-1,5
2015-08-01,SE,-1,3
2015-09-01,SE,-2,4
2015-10-01,SE,-3,3
2015-11-01,SE,-3,2
2015-12-01,SE,-2,2
2016-01-01,SE,-2,1
2016-02-01,SE,-4,1
2016-03-01,SE,-3,0
2016-04-01,SE,-2,-2
2016-05-01,SE,-2,-3
2016-06-01,SE,0,-3
2016-07-01,SE,1,-3
2016-08-01,SE,3,-1
2016-09-01,SE,5,-2
2016-10-01,SE,6,-3
2016-11-01,SE,6,-2
2016-12-01,SE,8,0
2017-01-01,SE,8,-2
2017-02-01,SE,7,-3
2017-03-01,SE,8,-5
2017-04-01,SE,10,-7
2017-05-01,SE,8,-5
2017-06-01,SE,9,-3
2017-07-01,SE,7,-4
2017-08-01,SE,5,-2
2017-09-01,SE,6,-1
2017-10-01,SE,4,1
2017-11-01,SE,3,0
2017-12-01,SE,5,0
2018-01-01,SE,7,2
2018-02-01,SE,7,3
2018-03-01,SE,7,4
2018-04-01,SE,5,4
2018-05-01,SE,6,6
2018-06-01,SE,8,7
2018-07-01,SE,9,5
2018-08-01,SE,8,5
2018-09-01,SE,8,5
2018-10-01,SE,7,5
2018-11-01,SE,5,7
2018-12-01,SE,5,7
2019-01-01,SE,4,6
2019-02-01,SE,6,6
2019-03-01,SE,7,4
2019-04-01,SE,8,6
2019-05-01,SE,8,8
2019-06-01,SE,8,10
2019-07-01,SE,10,9
2019-08-01,SE,9,11
2019-09-01,SE,7,10
2019-10-01,SE,7,11
2019-11-01,SE,6,12
2019-12-01,SE,8,12
2020-01-01,SE,7,13
2020-02-01,SE,7,12
2020-03-01,SE,9,11
2020-04-01,SE,8,13
2020-05-01,SE,10,11
2020-06-01,SE,11,11
2020-07-01,SE,12,10
2020-08-01,SE,11,9
2020-09-01,SE,9,8
2020-10-01,SE,10,10
2020-11-01,SE,8,9
2020-12-01,SE,9,8
2021-01-01,SE,9,10
2021-02-01,SE,8,10
2021-03-01,SE,6,11
2021-04-01,SE,4,11
2021-05-01,SE,2,12
2021-06-01,SE,2,11
2021-07-01,SE,4,13
2021-08-01,SE,4,15
2021-09-01,SE,6,17
2021-10-01,SE,5,16
2021-11-01,SE,4,17
2021-12-01,SE,5,17
2022-01-01,SE,5,17
2022-02-01,SE,7,17
2022-03-01,SE,5,18
2022-04-01,SE,4,19
2022-05-01,SE,2,19
2022-06-01,SE,1,20
2022-07-01,SE,2,22
2022-08-01,SE,2,24
2022-09-01,SE,1,22
2022-10-01,SE,3,20
2022-11-01,SE,4,20
2022-12-01,SE,6,22
2023-01-01,SE,5,20
2023-02-01,SE,5,22
2023-03-01,SE,4,21
2023-04-01,SE,3,21
2023-05-01,SE,5,21
2023-06-01,SE,7,23
2023-07-01,SE,7,25
2023-08-01,SE,9,26
2023-09-01,SE,7,26
2023-10-01,SE,7,28
2023-11-01,SE,9,27
2023-12-01,SE,10,27
2024-01-01,SE,12,25
2024-02-01,SE,11,24
2024-03-01,SE,12,22
2015-01-01,SG,-2,-1
2015-02-01,SG,-3,1
2015-03-01,SG,-1,-1
2015-04-01,SG,-2,-3
2015-05-01,SG,-4,-3
2015-06-01,SG,-6,-2
2015-07-01,SG,-6,-4
2015-08-01,SG,-8,-3
2015-09-01,SG,-8,-3
2015-10-01,SG,-8,-1
2015-11-01,SG,-7,-3
2015-12-01,SG,-5,-5
2016-01-01,SG,-7,-4
2016-02-01,SG,-6,-5
2016-03-01,SG,-8,-5
2016-04-01,SG,-10,-7
2016-05-01,SG,-10,-9
2016-06-01,SG,-11,-7
2016-07-01,SG,-12,-6
2016-08-01,SG,-14,-8
2016-09-01,SG,-16,-6
2016-10-01,SG,-15,-4
2016-11-01,SG,-16,-6
2016-12-01,SG,-18,-5
2017-01-01,SG,-16,-5
2017-02-01,SG,-16,-4
2017-03-01,SG,-16,-5
2017-04-01,SG,-18,-7
2017-05-01,SG,-20,-6
2017-06-01,SG,-22,-4
2017-07-01,SG,-24,-6
2017-08-01,SG,-23,-4
2017-09-01,SG,-23,-5
2017-10-01,SG,-25,-7
2017-11-01,SG,-24,-5
2017-12-01,SG,-24,-3
2018-01-01,SG,-24,-3
2018-02-01,SG,-24,-1
2018-03-01,SG,-24,-2
2018-04-01,SG,-26,-1
2018-05-01,SG,-27,1
2018-06-01,SG,-25,3
2018-07-01,SG,-26,4
2018-08-01,SG,-25,4
2018-09-01,SG,-27,6
2018-10-01,SG,-29,7
2018-11-01,SG,-30,9
2018-12-01,SG,-30,10
2019-01-01,SG,-31,10
2019-02-01,SG,-30,11
2019-03-01,SG,-29,10
2019-04-01,SG,-31,9
2019-05-01,SG,-30,11
2019-06-01,SG,-31,12
2019-07-01,SG,-32,14
2019-08-01,SG,-32,12
2019-09-01,SG,-32,14
2019-10-01,SG,-33,14
2019-11-01,SG,-35,13
2019-12-01,SG,-33,14
2020-01-01,SG,-34,12
2020-02-01,SG,-36,11
2020-03-01,SG,-38,13
2020-04-01,SG,-39,15
2020-05-01,SG,-37,14
2020-06-01,SG,-37,14
2020-07-01,SG,-36,13
2020-08-01,SG,-37,13
2020-09-01,SG,-38,13
2020-10-01,SG,-36,13
2020-11-01,SG,-38,13
2020-12-01,SG,-37,13
2021-01-01,SG,-39,15
2021-02-01,SG,-37,17
2021-03-01,SG,-37,17
2021-04-01,SG,-37,17
2021-05-01,SG,-39,17
2021-06-01,SG,-41,17
2021-07-01,SG,-40,18
2021-08-01,SG,-41,16
2021-09-01,SG,-42,16
2021-10-01,SG,-43,17
2021-11-01,SG,-42,17
2021-12-01,SG,-44,19
2022-01-01,SG,-44,20
2022-02-01,SG,-46,19
2022-03-01,SG,-46,21
2022-04-01,SG,-44,22
2022-05-01,SG,-44,21
2022-06-01,SG,-46,19
2022-07-01,SG,-45,18
2022-08-01,SG,-43,16
2022-09-01,SG,-44,16
2022-10-01,SG,-42,18
2022-11-01,SG,-44,16
2022-12-01,SG,-42,18
2023-01-01,SG,-40,20
2023-02-01,SG,-39,18
2023-03-01,SG,-40,20
2023-04-01,SG,-41,20
2023-05-01,SG,-39,22
2023-06-01,SG,-38,24
2023-07-01,SG,-36,22
2023-08-01,SG,-36,22
2023-09-01,SG,-34,22
2023-10-01,SG,-34,21
2023-11-01,SG,-32,20
2023-12-01,SG,-30,22
2024-01-01,SG,-28,22
2024-02-01,SG,-27,23
2024-03-01,SG,-26,24
2015-01-01,SI,-2,0
2015-02-01,SI,-2,-2
2015-03-01,SI,-1,-1
2015-04-01,SI,1,-3
2015-05-01,SI,-1,-4
2015-06-01,SI,-2,-5
2015-07-01,SI,-4,-5
2015-08-01,SI,-6,-7
2015-09-01,SI,-6,-6
2015-10-01,SI,-8,-7
2015-11-01,SI,-10,-6
2015-12-01,SI,-11,-7
2016-01-01,SI,-12,-5
2016-02-01,SI,-14,-4
2016-03-01,SI,-13,-2
2016-04-01,SI,-12,-3
2016-05-01,SI,-11,-1
2016-06-01,SI,-9,1
2016-07-01,SI,-11,2
2016-08-01,SI,-9,4
2016-09-01,SI,-8,5
2016-10-01,SI,-10,3
2016-11-01,SI,-11,4
2016-12-01,SI,-13,4
2017-01-01,SI,-14,6
2017-02-01,SI,-14,4
2017-03-01,SI,-16,5
2017-04-01,SI,-15,6
2017-05-01,SI,-15,6
2017-06-01,SI,-15,8
2017-07-01,SI,-17,9
2017-08-01,SI,-17,8
2017-09-01,SI,-19,7
2017-10-01,SI,-20,5
2017-11-01,SI,-19,3
2017-12-01,SI,-19,1
2018-01-01,SI,-17,1
2018-02-01,SI,-17,-1
2018-03-01,SI,-16,-3
2018-04-01,SI,-14,-1
2018-05-01,SI,-14,-3
2018-06-01,SI,-14,-3
2018-07-01,SI,-15,-5
2018-08-01,SI,-17,-3
2018-09-01,SI,-15,-5
2018-10-01,SI,-17,-7
2018-11-01,SI,-17,-8
2018-12-01,SI,-16,-8
2019-01-01,SI,-14,-7
2019-02-01,SI,-13,-8
2019-03-01,SI,-11,-6
2019-04-01,SI,-12,-5
2019-05-01,SI,-10,-7
2019-06-01,SI,-9,-8
2019-07-01,SI,-11,-9
2019-08-01,SI,-13,-9
2019-09-01,SI,-14,-11
2019-10-01,SI,-14,-12
2019-11-01,SI,-14,-14
2019-12-01,SI,-14,-13
2020-01-01,SI,-16,-14
2020-02-01,SI,-15,-15
2020-03-01,SI,-14,-13
2020-04-01,SI,-12,-15
2020-05-01,SI,-12,-15
2020-06-01,SI,-13,-13
2020-07-01,SI,-13,-15
2020-08-01,SI,-13,-17
2020-09-01,SI,-15,-18
2020-10-01,SI,-13,-19
2020-11-01,SI,-14,-18
2020-12-01,SI,-16,-19
2021-01-01,SI,-16,-17
2021-02-01,SI,-17,-15
2021-03-01,SI,-15,-16
2021-04-01,SI,-16,-18
2021-05-01,SI,-17,-20
2021-06-01,SI,-16,-21
2021-07-01,SI,-16,-23
2021-08-01,SI,-16,-22
2021-09-01,SI,-18,-20
2021-10-01,SI,-18,-21
2021-11-01,SI,-18,-23
2021-12-01,SI,-18,-24
2022-01-01,SI,-17,-22
2022-02-01,SI,-18,-20
2022-03-01,SI,-16,-18
2022-04-01,SI,-17,-16
2022-05-01,SI,-15,-14
2022-06-01,SI,-13,-12
2022-07-01,SI,-14,-13
2022-08-01,SI,-16,-12
2022-09-01,SI,-14,-10
2022-10-01,SI,-16,-11
2022-11-01,SI,-16,-13
2022-12-01,SI,-14,-12
2023-01-01,SI,-13,-13
2023-02-01,SI,-14,-12
2023-03-01,SI,-13,-10
2023-04-01,SI,-14,-12
2023-05-01,SI,-16,-13
2023-06-01,SI,-16,-15
2023-07-01,SI,-15,-16
2023-08-01,SI,-13,-18
2023-09-01,SI,-15,-17
2023-10-01,SI,-13,-18
2023-11-01,SI,-12,-18
2023-12-01,SI,-12,-20
2024-01-01,SI,-14,-19
2024-02-01,SI,-15,-20
2024-03-01,SI,-17,-20
2015-01-01,SK,1,-1
2015-02-01,SK,-1,1
2015-03-01,SK,-2,-1
2015-04-01,SK,-4,-3
2015-05-01,SK,-2,-3
2015-06-01,SK,-1,-4
2015-07-01,SK,-1,-5
2015-08-01,SK,-2,-7
2015-09-01,SK,-2,-7
2015-10-01,SK,-3,-7
2015-11-01,SK,-1,-7
2015-12-01,SK,-2,-9
2016-01-01,SK,-2,-9
2016-02-01,SK,-4,-9
2016-03-01,SK,-3,-8
2016-04-01,SK,-1,-8
2016-05-01,SK,0,-8
2016-06-01,SK,0,-8
2016-07-01,SK,-1,-9
2016-08-01,SK,-2,-10
2016-09-01,SK,-2,-10
2016-10-01,SK,-4,-8
2016-11-01,SK,-6,-6
2016-12-01,SK,-7,-5
2017-01-01,SK,-6,-6
2017-02-01,SK,-8,-5
2017-03-01,SK,-9,-5
2017-04-01,SK,-9,-6
2017-05-01,SK,-8,-7
2017-06-01,SK,-10,-6
2017-07-01,SK,-11,-6
2017-08-01,SK,-12,-8
2017-09-01,SK,-11,-6
2017-10-01,SK,-13,-4
2017-11-01,SK,-14,-4
2017-12-01,SK,-13,-3
2018-01-01,SK,-14,-2
2018-02-01,SK,-12,-4
2018-03-01,SK,-10,-4
2018-04-01,SK,-11,-6
2018-05-01,SK,-10,-6
2018-06-01,SK,-8,-8
2018-07-01,SK,-6,-7
2018-08-01,SK,-7,-6
2018-09-01,SK,-5,-8
2018-10-01,SK,-6,-7
2018-11-01,SK,-5,-9
2018-12-01,SK,-4,-7
2019-01-01,SK,-3,-8
2019-02-01,SK,-3,-6
2019-03-01,SK,-5,-7
2019-04-01,SK,-5,-6
2019-05-01,SK,-4,-8
2019-06-01,SK,-2,-8
2019-07-01,SK,-2,-7
2019-08-01,SK,-2,-8
2019-09-01,SK,0,-10
2019-10-01,SK,-1,-11
2019-11-01,SK,-2,-10
2019-12-01,SK,-4,-10
2020-01-01,SK,-4,-10
2020-02-01,SK,-6,-10
2020-03-01,SK,-8,-11
2020-04-01,SK,-9,-9
2020-05-01,SK,-10,-7
2020-06-01,SK,-9,-5
2020-07-01,SK,-8,-6
2020-08-01,SK,-6,-8
2020-09-01,SK,-6,-10
2020-10-01,SK,-5,-8
2020-11-01,SK,-5,-10
2020-12-01,SK,-7,-9
2021-01-01,SK,-9,-11
2021-02-01,SK,-11,-11
2021-03-01,SK,-9,-9
2021-04-01,SK,-11,-8
2021-05-01,SK,-13,-6
2021-06-01,SK,-15,-6
2021-07-01,SK,-16,-6
2021-08-01,SK,-17,-7
2021-09-01,SK,-15,-8
2021-10-01,SK,-15,-7
2021-11-01,SK,-13,-7
2021-12-01,SK,-14,-8
2022-01-01,SK,-12,-6
2022-02-01,SK,-13,-6
2022-03-01,SK,-13,-8
2022-04-01,SK,-12,-6
2022-05-01,SK,-11,-5
2022-06-01,SK,-9,-4
2022-07-01,SK,-8,-3
2022-08-01,SK,-10,-2
2022-09-01,SK,-10,-3
2022-10-01,SK,-8,-5
2022-11-01,SK,-6,-4
2022-12-01,SK,-6,-6
2023-01-01,SK,-7,-5
2023-02-01,SK,-5,-7
2023-03-01,SK,-6,-8
2023-04-01,SK,-7,-7
2023-05-01,SK,-6,-7
2023-06-01,SK,-6,-7
2023-07-01,SK,-6,-9
2023-08-01,SK,-4,-8
2023-09-01,SK,-3,-9
2023-10-01,SK,-1,-9
2023-11-01,SK,-3,-8
2023-12-01,SK,-4,-6
2024-01-01,SK,-4,-4
2024-02-01,SK,-6,-3
2024-03-01,SK,-4,-1
2015-01-01,SV,-1,1
2015-02-01,SV,-3,-1
2015-03-01,SV,-4,-1
2015-04-01,SV,-3,-2
2015-05-01,SV,-2,-1
2015-06-01,SV,-3,1
2015-07-01,SV,-5,0
2015-08-01,SV,-5,-2
2015-09-01,SV,-4,-2
2015-10-01,SV,-6,-4
2015-11-01,SV,-6,-6
2015-12-01,SV,-4,-8
2016-01-01,SV,-6,-6
2016-02-01,SV,-6,-4
2016-03-01,SV,-5,-5
2016-04-01,SV,-3,-5
2016-05-01,SV,-3,-5
2016-06-01,SV,-1,-6
2016-07-01,SV,-1,-8
2016-08-01,SV,0,-7
2016-09-01,SV,-1,-9
2016-10-01,SV,-2,-9
2016-11-01,SV,-4,-8
2016-12-01,SV,-4,-6
2017-01-01,SV,-4,-7
2017-02-01,SV,-3,-9
2017-03-01,SV,-4,-9
2017-04-01,SV,-5,-10
2017-05-01,SV,-4,-8
2017-06-01,SV,-4,-6
2017-07-01,SV,-6,-5
2017-08-01,SV,-7,-5
2017-09-01,SV,-7,-6
2017-10-01,SV,-6,-5
2017-11-01,SV,-8,-5
2017-12-01,SV,-8,-3
2018-01-01,SV,-8,-3
2018-02-01,SV,-8,-5
2018-03-01,SV,-9,-4
2018-04-01,SV,-8,-5
2018-05-01,SV,-7,-4
2018-06-01,SV,-6,-2
2018-07-01,SV,-7,-4
2018-08-01,SV,-7,-4
2018-09-01,SV,-9,-6
2018-10-01,SV,-11,-6
2018-11-01,SV,-11,-8
2018-12-01,SV,-10,-10
2019-01-01,SV,-10,-8
2019-02-01,SV,-11,-6
2019-03-01,SV,-13,-5
2019-04-01,SV,-11,-5
2019-05-01,SV,-13,-5
2019-06-01,SV,-11,-6
2019-07-01,SV,-10,-7
2019-08-01,SV,-8,-8
2019-09-01,SV,-6,-8
2019-10-01,SV,-7,-10
2019-11-01,SV,-9,-12
2019-12-01,SV,-8,-14
2020-01-01,SV,-7,-13
2020-02-01,SV,-5,-14
2020-03-01,SV,-4,-15
2020-04-01,SV,-2,-15
2020-05-01,SV,-3,-14
2020-06-01,SV,-1,-15
2020-07-01,SV,-2,-17
2020-08-01,SV,-2,-16
2020-09-01,SV,-3,-17
2020-10-01,SV,-4,-18
2020-11-01,SV,-2,-20
2020-12-01,SV,-2,-22
2021-01-01,SV,0,-20
2021-02-01,SV,-2,-19
2021-03-01,SV,-4,-18
2021-04-01,SV,-4,-17
2021-05-01,SV,-5,-18
2021-06-01,SV,-3,-16
2021-07-01,SV,-2,-15
2021-08-01,SV,0,-13
2021-09-01,SV,2,-15
2021-10-01,SV,4,-14
2021-11-01,SV,6,-14
2021-12-01,SV,5,-15
2022-01-01,SV,5,-13
2022-02-01,SV,6,-11
2022-03-01,SV,5,-10
2022-04-01,SV,6,-8
2022-05-01,SV,4,-7
2022-06-01,SV,3,-8
2022-07-01,SV,1,-8
2022-08-01,SV,-1,-7
2022-09-01,SV,0,-6
2022-10-01,SV,1,-6
2022-11-01,SV,3,-4
